OverallQual,GrLivArea,GarageCars,TotalBsmtSF,Distance_to_Center_km,SalePrice
5,1437,2,1188,4.157797236367621,168000
4,1180,1,700,1.048068317716933,137500
6,1476,2,738,4.627377490647609,173500
6,1369,1,672,2.718495431716996,103600
6,1208,2,1208,2.316578362492269,165000
6,1839,2,1477,1.048068317716933,257500
6,1136,1,1136,2.0296288069418313,140000
6,1441,2,855,2.2311694353001195,148500
4,1774,3,1095,1.3726961123059214,87000
5,792,1,768,1.3726961123059214,109500
8,2046,3,2046,3.2826187011010863,372500
5,988,2,988,4.157797236367621,128500
6,923,1,923,4.416604782172292,143000
5,1520,1,793,1.422185617508223,159434
6,1291,2,1291,3.6102330645203202,173000
9,1668,3,1626,4.627377490647609,285000
7,1839,2,1195,2.9432054460961647,221000
7,2090,2,1190,3.2826187011010863,207500
7,1761,2,874,2.551752247260381,227875
7,1102,2,551,2.551752247260381,148800
8,1419,2,1419,3.2826187011010863,392000
6,1362,2,1362,3.794536871501749,194700
6,848,2,848,4.627377490647609,141000
10,4316,3,2444,2.9432054460961647,755000
7,2519,2,1210,3.9643611989329,335000
5,1073,1,1073,1.3726961123059214,108480
5,1539,2,927,0.5187600665899484,141500
6,1137,2,1112,3.9643611989329,176000
5,616,1,616,0.5187600665899484,89000
5,1148,1,980,2.718495431716996,123500
5,894,1,894,4.157797236367621,138500
7,1391,2,1391,2.551752247260381,196000
8,1800,3,1800,3.9643611989329,312500
7,1164,2,1164,1.6719263208786876,140000
8,2576,3,1234,3.2826187011010863,361919
5,1812,2,360,1.3726961123059214,140000
7,1484,2,1473,4.627377490647609,213000
4,1092,0,0,1.1995424445240626,55000
7,1824,2,1643,3.6102330645203202,302000
8,1324,2,1324,3.794536871501749,254000
7,1456,2,728,8.707692615489496,179540
5,904,1,876,4.157797236367621,109900
3,729,0,270,0.5187600665899484,52000
4,1178,1,859,1.1995424445240626,102776
8,1228,2,1228,3.2826187011010863,189000
4,960,2,960,0.5187600665899484,129000
6,1479,2,725,4.157797236367621,130500
6,1350,2,1064,1.6719263208786876,165000
7,2554,2,718,1.3726961123059214,159500
5,1178,2,1176,1.6719263208786876,157000
7,2418,3,1311,2.9432054460961647,341000
5,971,1,971,4.627377490647609,128500
8,1742,2,1742,3.2826187011010863,275000
6,848,2,848,4.627377490647609,143000
4,864,2,864,2.0296288069418313,124500
4,1470,1,941,2.718495431716996,135000
9,1698,3,1698,2.718495431716996,320000
4,864,2,864,2.0296288069418313,120500
6,1680,2,880,1.048068317716933,222000
7,1232,2,1232,4.627377490647609,194500
5,1776,3,1584,2.0296288069418313,110000
4,1208,2,780,1.1995424445240626,103000
8,1616,2,1595,3.2826187011010863,236500
7,1146,2,868,3.9643611989329,187500
7,2031,2,1153,4.627377490647609,222500
5,1144,1,864,4.157797236367621,131400
5,948,1,948,4.157797236367621,108000
7,1768,2,880,1.3726961123059214,163000
3,1040,2,0,2.0296288069418313,93500
8,1801,3,893,8.707692615489496,239900
5,1200,0,1200,2.718495431716996,179000
7,1728,2,864,4.627377490647609,190000
5,1432,2,264,1.3726961123059214,132000
6,912,1,912,4.157797236367621,142000
7,1349,2,1349,4.416604782172292,179000
5,1464,2,520,4.157797236367621,175000
8,1337,2,1337,3.2826187011010863,180000
8,2715,2,1142,1.6719263208786876,299800
7,2256,2,952,8.707692615489496,236000
7,2640,4,1240,1.3726961123059214,265979
7,1720,2,1720,2.9432054460961647,260400
4,1529,1,0,2.718495431716996,98000
4,1140,0,576,1.3726961123059214,96500
7,1320,2,660,8.707692615489496,162000
6,1494,2,1479,4.627377490647609,217000
8,2098,3,1030,3.794536871501749,275500
6,1026,2,1026,2.0296288069418313,156000
6,1471,2,729,2.551752247260381,172500
8,1768,2,866,4.627377490647609,212000
6,1386,2,672,4.157797236367621,158900
7,1501,2,744,2.551752247260381,179400
8,2531,3,1318,2.9432054460961647,290000
6,864,1,864,2.0296288069418313,127500
5,1301,2,1145,0.5187600665899484,100000
7,1547,2,756,2.551752247260381,215200
8,2365,3,1252,2.9432054460961647,337000
8,1494,2,1494,2.316578362492269,270000
9,1506,2,1498,2.551752247260381,264132
7,1714,2,980,1.6719263208786876,196500
6,1750,1,983,5.200121457077006,160000
7,1836,2,1860,4.627377490647609,216837
8,3279,3,1650,3.2826187011010863,538000
5,858,2,858,4.157797236367621,134900
4,1220,2,836,2.718495431716996,102000
6,1117,2,1029,2.718495431716996,107000
5,912,1,912,2.0296288069418313,114500
8,1973,3,1935,3.794536871501749,395000
6,1204,2,1204,5.200121457077006,162000
7,1614,3,1614,4.627377490647609,221500
5,894,2,864,4.157797236367621,142500
5,2020,2,0,4.416604782172292,144000
6,1004,2,975,5.200121457077006,135000
7,1253,2,1237,8.707692615489496,176000
6,1603,2,761,4.416604782172292,175900
7,1430,2,1413,4.627377490647609,187100
5,1110,2,1097,5.200121457077006,165500
6,1484,0,742,1.3726961123059214,128000
6,1342,2,1372,1.6719263208786876,161500
5,1652,1,686,1.3726961123059214,139000
7,2084,2,956,4.416604782172292,233000
4,901,1,901,1.3726961123059214,107900
6,2087,2,832,3.6102330645203202,187500
7,1145,2,1145,3.606212249059398,160200
6,1062,2,1029,5.200121457077006,146800
7,2013,2,1117,2.9432054460961647,269790
8,1496,2,1496,2.551752247260381,225000
7,1895,2,712,8.707692615489496,194500
6,1564,2,650,4.416604782172292,171000
6,1285,2,660,4.157797236367621,143500
5,773,1,773,2.0296288069418313,110000
9,3140,3,1926,3.794536871501749,485000
5,1768,1,731,1.422185617508223,175000
6,1688,2,616,3.6102330645203202,200000
4,1196,2,1196,1.1995424445240626,109900
7,1456,2,728,4.627377490647609,189000
9,2822,3,1734,3.794536871501749,582933
5,1128,1,936,2.0296288069418313,118000
7,1428,2,1417,2.551752247260381,227680
5,980,1,980,2.0296288069418313,135500
5,1576,2,1324,0.5187600665899484,223500
5,1086,2,1024,2.0296288069418313,159950
5,2138,2,849,1.3726961123059214,106000
6,1309,2,1040,1.6719263208786876,181000
6,848,2,848,4.627377490647609,144500
5,1044,2,540,1.1995424445240626,55993
6,1442,1,1442,2.0296288069418313,157900
5,1250,1,686,2.718495431716996,116000
7,1661,2,1649,4.627377490647609,224900
5,1008,1,1008,2.0296288069418313,137000
8,1689,3,1568,5.200121457077006,271000
6,1052,2,1010,3.6102330645203202,155000
7,1358,2,1358,3.794536871501749,224000
7,1640,2,798,4.627377490647609,183000
4,936,2,936,1.3726961123059214,93000
7,1733,2,847,8.707692615489496,225000
6,1489,1,778,1.422185617508223,139500
8,1489,2,1489,2.551752247260381,232600
10,2084,3,2078,3.794536871501749,385000
5,784,0,784,0.5187600665899484,109500
7,1434,2,1454,4.416604782172292,189000
5,2126,2,1013,3.6102330645203202,185000
7,1223,2,600,2.551752247260381,147400
6,1392,2,1392,2.0296288069418313,166000
7,1200,2,600,2.551752247260381,151000
7,1829,2,941,4.627377490647609,237000
6,1516,2,1516,2.0296288069418313,167000
5,1144,2,1144,2.0296288069418313,139950
4,1067,2,1067,4.157797236367621,128000
5,1559,2,1559,1.3726961123059214,153500
6,987,1,483,2.4264718088463506,100000
5,1099,1,1099,4.627377490647609,144000
5,1200,1,768,2.718495431716996,130500
6,1482,1,672,1.422185617508223,140000
5,1539,2,650,1.3726961123059214,157500
6,1165,2,1127,2.0296288069418313,174900
5,1800,0,1800,2.0296288069418313,141000
5,1416,3,876,1.3726961123059214,153900
5,1701,2,1390,4.157797236367621,171000
7,1775,2,740,4.416604782172292,213000
5,864,1,864,4.627377490647609,133500
6,2358,2,907,3.6102330645203202,240000
6,1855,2,528,2.316578362492269,187000
6,848,2,848,4.627377490647609,131500
8,1456,2,1273,3.606212249059398,215000
7,1646,1,918,1.048068317716933,164000
6,1445,2,1127,2.0296288069418313,158000
5,1779,2,1763,4.157797236367621,170000
5,1040,1,1040,4.157797236367621,127000
6,1026,2,940,4.627377490647609,147000
6,1481,2,702,8.707692615489496,174000
7,1370,2,1090,1.6719263208786876,152000
6,2654,2,1054,1.6719263208786876,250000
7,1426,1,912,1.048068317716933,189950
5,1039,2,1039,4.157797236367621,131500
6,1097,2,1040,4.416604782172292,152000
5,1148,1,1148,2.0296288069418313,132500
7,1372,2,1372,2.551752247260381,250580
5,1002,2,1002,2.0296288069418313,148500
8,1646,3,1638,3.9643611989329,248900
4,1120,2,1040,4.157797236367621,129000
5,2320,2,0,8.707692615489496,169000
7,1949,2,1050,4.416604782172292,236000
5,894,1,894,2.0296288069418313,109500
6,1682,2,804,4.627377490647609,200500
5,910,2,105,2.0296288069418313,116000
5,1268,1,832,2.0296288069418313,133000
5,1131,1,676,1.3726961123059214,66500
8,2610,2,1184,2.551752247260381,303477
4,1040,2,1064,5.200121457077006,132250
9,2224,3,1462,3.794536871501749,350000
5,1155,2,1109,4.157797236367621,148000
5,864,1,864,4.627377490647609,136500
5,1090,2,1090,2.718495431716996,157000
7,1717,2,1156,3.9643611989329,187500
6,1593,2,808,8.707692615489496,178000
4,2230,1,795,1.422185617508223,118500
5,892,1,892,2.0296288069418313,100000
9,1709,2,1698,2.551752247260381,328900
5,1712,2,1626,2.0296288069418313,145000
5,1393,1,816,2.718495431716996,135500
8,2217,2,2217,2.0296288069418313,268000
6,1505,2,1505,2.0296288069418313,149500
5,924,2,672,2.0296288069418313,122900
6,1683,2,918,4.157797236367621,172500
6,1068,1,1059,4.157797236367621,154500
5,1383,1,1383,4.157797236367621,165000
5,1535,2,0,4.416604782172292,118858
6,1796,2,780,2.0296288069418313,140000
4,951,1,951,1.1995424445240626,106500
5,2240,2,0,4.416604782172292,142953
9,2364,3,2330,3.794536871501749,611657
5,1236,1,912,4.157797236367621,135000
4,858,1,858,2.0296288069418313,110000
5,1306,1,992,2.0296288069418313,153000
7,1509,2,783,8.707692615489496,180000
7,1670,3,1670,8.707692615489496,240000
5,902,1,876,4.157797236367621,125500
5,1063,1,1056,2.0296288069418313,128000
8,1636,3,1623,2.551752247260381,255000
7,2057,1,1017,1.048068317716933,250000
5,902,2,864,5.200121457077006,131000
6,1484,2,742,8.707692615489496,174000
5,2274,2,1105,2.0296288069418313,154300
5,1268,1,1268,4.627377490647609,143500
5,1015,1,768,0.5187600665899484,88000
5,2002,3,1001,1.048068317716933,145000
6,1224,2,612,2.551752247260381,173733
4,1092,1,546,4.970532004949323,75000
2,480,1,480,1.1995424445240626,35311
4,1229,1,1134,2.718495431716996,135000
7,2127,3,1104,4.416604782172292,238000
6,1414,2,1184,2.0296288069418313,176500
6,1721,2,928,4.416604782172292,201000
5,2200,0,1272,2.718495431716996,145900
6,1316,2,1316,8.707692615489496,169990
6,1617,2,1604,4.416604782172292,193000
6,1686,2,1686,1.6719263208786876,207500
5,1126,2,1126,1.6719263208786876,175000
8,2374,3,1181,3.794536871501749,285000
7,1978,2,832,1.6719263208786876,176000
8,1788,2,1753,4.627377490647609,236500
7,2236,2,964,8.707692615489496,222000
8,1466,3,1466,3.9643611989329,201000
5,925,1,925,2.0296288069418313,117500
9,1905,3,1905,2.551752247260381,320000
7,1500,2,1500,4.627377490647609,190000
7,2069,2,585,2.0296288069418313,242000
4,747,2,600,0.5187600665899484,79900
7,1200,2,1176,4.416604782172292,184900
7,1971,2,1113,2.551752247260381,253000
7,1962,3,1391,4.627377490647609,239799
7,2403,1,1032,3.6102330645203202,244400
6,1728,2,1728,5.200121457077006,150900
7,2060,2,992,8.707692615489496,214000
4,1440,0,1440,2.718495431716996,150000
5,1632,2,1632,5.200121457077006,143000
6,1344,2,819,3.9643611989329,137500
5,1869,2,1088,1.3726961123059214,124900
5,1144,1,1144,2.0296288069418313,143000
8,1629,3,1616,3.9643611989329,270000
7,1776,2,936,4.627377490647609,192500
6,1381,2,1161,1.6719263208786876,197500
5,864,2,864,2.0296288069418313,129000
5,965,1,828,4.416604782172292,119900
5,768,1,768,4.627377490647609,133900
5,1968,2,784,5.200121457077006,172000
6,980,0,945,2.718495431716996,127500
6,1958,2,979,1.048068317716933,145000
6,1229,2,561,2.553499654823553,124000
5,1057,2,1057,4.157797236367621,132000
7,1337,2,1337,4.627377490647609,185000
7,1416,2,696,2.551752247260381,155000
5,858,0,858,0.5187600665899484,116500
6,2872,2,1330,1.6719263208786876,272000
6,1548,2,804,2.2311694353001195,155000
9,1800,2,1800,4.627377490647609,239000
7,1894,2,817,3.9643611989329,214900
6,1484,2,783,8.707692615489496,178900
5,1308,1,728,1.048068317716933,160000
5,1098,1,1098,2.0296288069418313,135000
3,968,0,600,1.3726961123059214,37900
6,1095,1,588,2.0296288069418313,140000
4,1192,0,720,2.0296288069418313,135000
7,1626,2,764,3.794536871501749,173000
6,918,1,918,4.416604782172292,99500
7,1428,2,1428,2.551752247260381,182000
7,2019,2,728,0.5187600665899484,167500
7,1382,2,673,2.551752247260381,165000
4,869,0,440,0.5187600665899484,85500
7,1241,2,1241,2.551752247260381,199900
4,894,2,894,2.718495431716996,110000
5,1121,2,1121,4.157797236367621,139000
7,999,2,944,2.0296288069418313,178400
8,2612,3,1225,2.9432054460961647,336000
7,1266,2,1266,3.606212249059398,159895
8,2290,2,1128,4.627377490647609,255900
5,1734,2,0,5.200121457077006,126000
5,1164,1,1164,2.718495431716996,125000
6,1635,1,485,1.3726961123059214,117000
9,1940,3,1930,3.794536871501749,395192
6,2030,2,848,1.6719263208786876,195000
7,1576,2,770,2.551752247260381,197000
8,2392,3,1396,2.9432054460961647,348000
8,1742,2,916,1.3726961123059214,168000
6,1851,2,822,2.0296288069418313,187000
6,1500,2,750,4.627377490647609,173900
10,1718,3,1700,3.794536871501749,337500
4,1230,1,747,0.5187600665899484,121600
5,1050,1,1050,2.0296288069418313,136500
6,1442,2,1442,1.6719263208786876,185000
3,1077,1,1007,1.1995424445240626,91000
7,1208,2,1187,4.627377490647609,206000
3,944,2,0,2.718495431716996,82000
5,691,1,691,1.3726961123059214,86000
8,1574,3,1574,2.551752247260381,232000
5,1680,2,1680,1.6719263208786876,136905
7,1504,2,1346,3.606212249059398,181000
5,985,1,985,4.627377490647609,149900
6,1657,2,1657,2.0296288069418313,163500
4,1092,1,546,4.970532004949323,88000
7,1710,2,1710,5.200121457077006,240000
5,1522,0,1008,1.422185617508223,102000
5,1271,1,720,4.157797236367621,135000
5,1664,0,0,2.718495431716996,100000
6,1502,1,602,1.048068317716933,165000
5,1022,1,1022,1.3726961123059214,85000
6,1082,1,1082,2.0296288069418313,119200
8,1665,2,810,1.6719263208786876,227000
7,1504,2,1504,4.627377490647609,203000
8,1360,2,1220,3.2826187011010863,187500
7,1472,2,384,8.707692615489496,160000
7,1506,2,1362,3.606212249059398,213490
4,1132,2,1132,2.718495431716996,176000
7,1220,2,1199,4.627377490647609,194000
5,1248,1,912,1.3726961123059214,87000
7,1504,2,1346,3.606212249059398,191000
8,2898,2,1565,3.9643611989329,287000
5,882,2,882,4.627377490647609,112500
5,1264,2,1268,2.0296288069418313,167500
8,1646,3,1638,3.9643611989329,293077
5,1376,1,768,2.0296288069418313,105000
6,1218,1,672,2.4264718088463506,118000
5,1928,0,686,1.422185617508223,160000
7,3082,2,824,1.422185617508223,197000
8,2520,3,1338,2.9432054460961647,310000
7,1654,3,1654,4.627377490647609,230000
5,954,1,920,1.048068317716933,119750
4,845,1,0,2.718495431716996,84000
9,1620,3,1620,3.9643611989329,315500
8,2263,2,1055,4.627377490647609,287000
4,1344,0,546,4.970532004949323,97000
4,630,1,630,4.970532004949323,80000
5,1803,2,1134,4.157797236367621,155000
6,1632,2,800,1.6719263208786876,173000
6,1306,2,1306,3.794536871501749,196000
7,2329,2,1475,4.416604782172292,262280
8,2524,2,2524,1.6719263208786876,278000
3,1733,2,0,2.718495431716996,139600
9,2868,3,1992,3.2826187011010863,556581
5,990,2,990,4.627377490647609,145000
5,1771,2,0,5.200121457077006,115000
4,930,1,0,2.718495431716996,84900
7,1302,2,1302,8.707692615489496,176485
7,1316,2,1316,4.627377490647609,200141
6,1977,2,816,2.0296288069418313,165000
5,1526,1,1216,2.718495431716996,144500
8,1989,2,1065,4.627377490647609,255000
6,1523,2,1193,1.6719263208786876,180000
7,1364,2,1364,3.794536871501749,185850
7,1850,2,973,2.9432054460961647,248000
9,2184,3,1104,3.794536871501749,335000
6,1991,2,854,1.048068317716933,220000
8,1338,2,1338,3.2826187011010863,213500
3,894,3,894,1.1995424445240626,81000
5,2337,2,662,1.3726961123059214,90000
6,1103,2,1103,1.3726961123059214,110500
5,1154,2,1154,2.0296288069418313,154000
7,2260,2,1306,3.6102330645203202,328000
6,1571,2,799,8.707692615489496,178000
6,1611,2,780,2.0296288069418313,167900
6,2521,2,942,4.970532004949323,151400
5,893,2,845,2.0296288069418313,135000
5,1048,1,1048,2.0296288069418313,135000
6,1556,2,727,1.6719263208786876,154000
5,1456,1,810,2.718495431716996,91500
6,1426,2,690,2.718495431716996,159500
7,1240,3,1240,4.627377490647609,194000
7,1740,1,800,1.048068317716933,219500
5,1466,2,796,1.3726961123059214,170000
5,1096,1,1096,2.0296288069418313,138800
6,848,2,848,4.627377490647609,155900
5,990,1,990,4.627377490647609,126000
6,1258,2,1258,1.6719263208786876,145000
5,1040,1,1040,4.157797236367621,133000
7,1459,2,1459,4.627377490647609,192000
6,1251,1,1251,2.0296288069418313,160000
6,1498,2,691,8.707692615489496,187500
6,996,2,936,4.416604782172292,147000
4,1092,1,546,4.970532004949323,83500
8,1953,3,1082,2.551752247260381,252000
7,1709,2,970,2.718495431716996,137500
8,1247,2,1247,2.551752247260381,197000
3,1040,2,0,2.0296288069418313,92900
7,1252,2,600,2.551752247260381,160000
6,1694,2,1181,1.422185617508223,136500
5,1200,2,864,2.0296288069418313,146000
5,936,1,936,2.0296288069418313,129000
6,1314,2,1314,4.627377490647609,176432
6,1355,0,684,1.1995424445240626,127000
8,1088,2,1074,3.2826187011010863,170000
4,1324,1,672,0.5187600665899484,128000
7,1601,2,1271,1.6719263208786876,157000
2,438,1,290,1.422185617508223,60000
5,950,1,950,2.0296288069418313,119500
5,1134,1,1010,2.0296288069418313,135000
6,1194,2,655,2.0296288069418313,159500
5,1302,2,630,2.4264718088463506,106000
8,2622,2,1463,2.9432054460961647,325000
7,1442,2,910,4.416604782172292,179900
7,2021,2,868,8.707692615489496,274725
6,1690,2,924,8.707692615489496,181000
8,1836,3,1836,3.794536871501749,280000
6,1658,2,773,8.707692615489496,188000
7,1964,2,803,1.6719263208786876,205000
5,816,1,816,2.0296288069418313,129900
5,1008,1,1008,2.0296288069418313,134500
5,833,1,833,1.3726961123059214,117000
8,1734,3,1734,3.794536871501749,318000
8,1419,2,408,8.707692615489496,184100
5,894,2,894,4.157797236367621,130000
5,1601,1,533,4.157797236367621,140000
5,1040,1,1040,2.0296288069418313,133700
6,1012,1,1012,1.1995424445240626,118400
7,1552,3,1552,4.627377490647609,212900
4,960,1,672,2.718495431716996,112000
5,698,0,698,2.718495431716996,118000
7,1482,2,384,8.707692615489496,163900
4,1005,2,1005,2.0296288069418313,115000
7,1555,3,1373,3.606212249059398,174000
7,1530,3,1530,8.707692615489496,259000
7,1959,2,847,8.707692615489496,215000
5,936,2,936,1.3726961123059214,140000
4,1981,2,1122,1.422185617508223,135000
5,974,0,974,5.200121457077006,93500
6,2210,1,1008,1.3726961123059214,117500
8,2020,2,1128,4.416604782172292,239500
6,1600,2,916,8.707692615489496,169000
6,986,1,960,0.5187600665899484,102000
6,1252,1,1032,2.0296288069418313,119000
5,1020,0,780,4.157797236367621,94000
6,1567,2,1567,5.200121457077006,196000
5,1167,2,915,0.5187600665899484,144000
5,952,2,952,2.0296288069418313,139000
5,1868,2,780,1.6719263208786876,197500
8,2828,3,1466,4.627377490647609,424870
5,1006,0,1006,4.157797236367621,80000
4,924,1,672,2.718495431716996,80000
5,1576,1,1042,0.5187600665899484,149000
6,1298,2,1298,4.416604782172292,180000
7,1564,1,704,1.048068317716933,174500
7,1111,1,572,1.3726961123059214,116900
7,1482,2,650,1.3726961123059214,143000
6,932,1,932,2.0296288069418313,124000
5,1466,2,1466,2.718495431716996,149900
6,1811,2,1073,1.048068317716933,230000
6,816,1,816,1.1995424445240626,120500
7,1820,2,864,2.0296288069418313,201800
5,1437,2,1437,2.316578362492269,218000
5,1265,2,1219,2.0296288069418313,179900
7,1314,2,1314,3.794536871501749,230000
8,1580,3,1580,2.551752247260381,235128
6,1876,2,901,1.6719263208786876,185000
6,1456,2,855,2.2311694353001195,146000
6,1640,2,1296,1.048068317716933,224000
5,894,2,894,4.157797236367621,129000
4,1258,2,1198,4.157797236367621,108959
5,1432,2,1360,2.316578362492269,194000
7,1502,2,1502,3.794536871501749,233170
8,1694,3,1694,4.627377490647609,245350
6,1671,2,959,8.707692615489496,173000
6,2108,2,1127,2.718495431716996,235000
10,3627,3,1930,2.9432054460961647,625000
6,1118,1,1096,5.200121457077006,171000
6,1261,2,1261,2.0296288069418313,163000
7,1250,2,625,2.551752247260381,171900
5,3086,0,1598,3.6102330645203202,200500
6,2345,2,952,1.048068317716933,239000
8,2872,2,1683,2.9432054460961647,285000
5,923,1,876,5.200121457077006,119500
6,1224,1,818,1.3726961123059214,115000
5,1343,1,731,1.048068317716933,154900
5,1124,0,0,2.718495431716996,93000
7,2514,2,1216,3.9643611989329,250000
8,1652,2,1600,1.048068317716933,392500
10,4476,3,2396,2.9432054460961647,745000
5,1130,2,1120,1.3726961123059214,120000
5,1572,3,1572,3.9643611989329,186700
5,1221,1,784,2.718495431716996,104900
3,1699,2,978,1.3726961123059214,95000
8,1624,3,1624,2.9432054460961647,262000
7,1660,2,831,4.627377490647609,195000
7,1804,2,994,8.707692615489496,189000
4,1622,4,1249,5.200121457077006,168000
8,1441,2,776,2.551752247260381,174000
5,1472,1,702,1.3726961123059214,125000
6,1224,2,1224,5.200121457077006,165000
6,1352,1,663,4.157797236367621,158000
6,1456,2,728,8.707692615489496,176000
7,1863,3,879,8.707692615489496,219210
7,1690,1,815,1.3726961123059214,144000
7,1212,2,1212,4.627377490647609,178000
4,1382,2,1051,4.157797236367621,148000
4,864,1,864,2.0296288069418313,116050
7,1779,2,866,4.627377490647609,197900
5,1348,1,884,0.5187600665899484,117000
7,1630,2,1630,4.627377490647609,213000
5,1074,2,1056,1.6719263208786876,153500
7,2196,3,2158,4.416604782172292,271900
4,1056,1,1056,4.416604782172292,107000
6,1700,2,1682,4.627377490647609,200000
5,1283,2,931,2.0296288069418313,140000
8,1660,2,1660,2.551752247260381,290000
6,1845,2,1055,4.416604782172292,189000
8,1752,2,559,8.707692615489496,164000
4,672,1,672,2.718495431716996,113000
4,960,1,648,4.157797236367621,145000
5,999,1,925,2.0296288069418313,134500
5,894,1,894,4.157797236367621,125000
6,1902,2,0,4.157797236367621,112000
8,1314,2,1300,2.551752247260381,229456
4,912,0,0,0.5187600665899484,80500
6,1218,0,672,2.4264718088463506,91500
5,912,1,912,2.0296288069418313,115000
5,1211,1,952,4.157797236367621,134000
6,1846,1,1040,2.0296288069418313,143000
5,2136,2,2136,2.0296288069418313,137900
7,1490,2,788,8.707692615489496,184000
6,1138,1,588,2.0296288069418313,145000
6,1933,3,894,2.551752247260381,214000
5,912,2,912,2.0296288069418313,147000
9,1702,3,1702,3.794536871501749,367294
5,1507,1,1075,2.0296288069418313,127000
5,2620,2,1361,4.157797236367621,190000
5,1190,2,1106,2.0296288069418313,132500
4,1224,2,0,2.0296288069418313,101800
5,1188,2,1188,2.0296288069418313,142000
5,1964,0,940,1.422185617508223,130000
5,1784,1,747,1.048068317716933,138887
7,1626,2,764,3.794536871501749,175500
7,1948,2,847,4.627377490647609,195000
6,1141,2,1141,4.416604782172292,142500
8,1484,2,1476,3.9643611989329,265900
7,1768,2,884,4.627377490647609,224900
7,1689,3,1689,2.551752247260381,248328
7,1173,2,1053,1.6719263208786876,170000
10,2076,3,2076,3.794536871501749,465000
8,1517,2,792,1.048068317716933,230000
6,1868,2,585,1.6719263208786876,178000
7,1553,2,756,2.551752247260381,186500
6,1034,3,1012,5.200121457077006,169900
6,2058,2,735,1.3726961123059214,129500
5,988,1,876,2.0296288069418313,119000
7,2110,2,2110,2.0296288069418313,244000
7,1405,2,1405,3.794536871501749,171750
5,874,1,864,5.200121457077006,130000
7,2167,2,1192,2.316578362492269,294000
7,1656,2,746,2.718495431716996,165400
6,1367,1,884,0.5187600665899484,127500
8,1987,2,1986,2.9432054460961647,301500
5,864,0,864,2.718495431716996,99900
7,1166,2,856,8.707692615489496,190000
6,1054,2,1054,2.0296288069418313,151000
6,1675,2,841,8.707692615489496,181000
5,1050,1,1050,2.0296288069418313,128900
4,1788,1,1104,3.6102330645203202,161500
6,1824,2,764,0.5187600665899484,180500
6,1337,2,1405,2.0296288069418313,181000
7,1452,2,691,2.551752247260381,183900
7,1889,1,925,1.3726961123059214,122000
9,2018,3,2002,3.9643611989329,378500
8,3447,3,728,1.048068317716933,381000
5,1524,1,874,2.0296288069418313,144000
7,1524,2,1332,3.6102330645203202,260000
6,1489,2,1489,1.6719263208786876,185750
5,935,1,935,4.157797236367621,137000
6,1357,1,1019,2.718495431716996,177000
5,1250,2,661,1.048068317716933,139000
5,1920,2,928,2.0296288069418313,137000
6,1395,2,723,1.6719263208786876,162000
6,1724,2,1680,1.6719263208786876,197900
8,2031,2,1128,4.627377490647609,237000
4,1128,2,698,1.1995424445240626,68400
7,1573,2,1573,4.627377490647609,227000
7,1339,2,1309,3.9643611989329,180000
5,1040,2,1040,4.627377490647609,150500
6,1824,0,912,5.200121457077006,139000
6,2447,1,804,1.422185617508223,169000
6,1412,1,780,0.5187600665899484,132500
6,1328,2,1328,1.6719263208786876,143000
5,1582,2,1624,3.6102330645203202,190000
8,1659,2,1501,3.2826187011010863,278000
8,1970,3,1085,3.794536871501749,281000
5,1152,2,1152,2.0296288069418313,180500
5,1302,1,630,2.4264718088463506,119500
5,2372,1,994,1.3726961123059214,107500
7,1664,2,832,1.6719263208786876,162900
5,864,2,864,2.718495431716996,115000
5,1052,1,1052,2.0296288069418313,138500
5,1128,2,1120,2.0296288069418313,155000
6,1072,2,547,2.718495431716996,140000
10,5642,2,6110,2.718495431716996,160000
5,1246,1,1246,2.0296288069418313,154000
7,1983,2,978,8.707692615489496,225000
6,1494,1,771,1.048068317716933,177500
8,2526,3,1165,2.9432054460961647,290000
7,1616,3,1616,2.551752247260381,232000
7,1708,2,976,2.718495431716996,130000
9,1652,2,1652,3.794536871501749,325000
7,1368,2,1368,3.794536871501749,202500
5,990,2,990,4.627377490647609,138000
5,1122,2,924,1.3726961123059214,147000
6,1294,2,1278,4.416604782172292,179200
7,1902,2,1902,1.048068317716933,335000
7,1274,2,1274,4.627377490647609,203000
8,2810,2,1453,2.9432054460961647,302000
9,2599,3,1393,2.9432054460961647,333168
4,948,1,948,2.718495431716996,119000
6,2112,2,952,2.0296288069418313,206900
8,1630,3,1622,4.627377490647609,295493
7,1352,2,1352,2.551752247260381,208900
8,1787,3,1753,4.627377490647609,275000
4,948,1,864,2.718495431716996,111000
6,1478,2,1478,2.0296288069418313,156500
3,720,1,0,0.5187600665899484,72500
7,1923,2,750,2.9432054460961647,190000
4,708,0,420,0.5187600665899484,82500
8,1795,3,1795,2.551752247260381,147000
4,796,0,796,1.1995424445240626,55000
3,774,0,544,2.718495431716996,79000
5,816,1,816,5.200121457077006,130500
6,2792,2,1510,1.3726961123059214,256000
7,1632,2,935,8.707692615489496,176500
8,1588,3,1588,2.551752247260381,227000
5,954,2,911,4.627377490647609,132500
4,816,1,816,2.718495431716996,100000
5,1360,1,803,1.1995424445240626,125500
5,1365,2,765,2.4264718088463506,125000
6,1334,2,1350,1.6719263208786876,167900
5,1656,2,1656,1.6719263208786876,135000
4,693,0,693,1.3726961123059214,52500
7,1861,2,916,4.627377490647609,200000
5,864,1,864,4.627377490647609,128500
